Participant,File,Utterance #,Transcript,Coding
EAR_078.xlsx,279,,fuck this um yeah there's no point it's just cuz i don't have a condo that's the only reason why uh yeah it's it's it's cuz i feel like* that's the only thing i know how to do ,
EAR_058.xlsx,15,,i'm gonna drink i'll drink don't worry mm those cookies look _ fuck do i take this off look like* i could put privacy ,
EAR_058.xlsx,16,,i know like* i was talking to the to the girl and then i i kept saying bad words i was like* fuck ,
EAR_058.xlsx,37,,i said cuz you how i told you that they give you a word and you have to say what they say they said vegetable and i was like fuck like* lettuce cilantro and then i stay silent for like* twenty seconds cuz i didn't know any more dude i was like* apples mangoes oh yeah cabbage or radish i said radish for fruit you're not a fruit i feel like if it has seeds if it has seeds it's a fruit yeah if it has seeds it's a fruit ,
EAR_058.xlsx,42,,oh my god kitten she became hella good friends with my mom dude well i didn't either but actually well whenever i would get in trouble i would always be in the office one day i spent the whole week in the office cuz fucking she was short little white hair but she was mexican and she became hella good friends with my mom and my fucking weird and like* one day she gave me ride to a test cuz my parents couldn't pick me well they couldn't take me cuz it was like* on a saturday and my parents would work my dad would normally take me ,
EAR_058.xlsx,43,,like* like* what the fuck like* ford and like* jim they don't even look at your essay like* you know um ford has the worst they can't even argue about like* shit like that but like* watch my favorite ones mm or the rem rebels the rebels pretty sick too this one rem rebel it's an off-road truck off-road like* this one like* ,
EAR_058.xlsx,44,,let me try to find it what the fuck they have like* these or was it three thousand there was some ugly ass truck bro like* i'm not even kidding i was like* come on kid you can do better than that ,
EAR_058.xlsx,45,,i don't know white people man fuck fake ass people gate my house down one day i aksed the last time i went there was a guy in like* like* at the strip club when we were oh remember when when i would show you the video oh fuck we went together but i showed you the videos of uh when we were cutting the horns off the or like* when they were branding them but yeah when we were doing that there was this guy walking through my grandpa's but my grandpa didn't trip cuz like* they ,
EAR_058.xlsx,46,,i'm one sixty-five or one sixty-four yeah i'm one sixty-four-five-ish that's okay i used to have like* a beer belly my sophomore year i had a beer belly like* it wasn't like* okay you know like* my dad's or something like* that no cuz he's been drinking for his whole life but like* ,
EAR_058.xlsx,47,,no can i can't pay for this i thought you could what happened oh i wanna pay like* can't you pay with dining dollars ,
EAR_058.xlsx,53,,babe my song did you hear it i know you don't wanna watch military things i'll explain to you about whatever you want whatever you wanna know oh have you heard about the venezuelan thing have you ever heard have you heard about the venezuelan thing yeah have you heard about the venezuelan thing what is that my bread's still here that's all that matters it couldn't have gone that far cuz like* i have boxes right there ,
EAR_058.xlsx,54,,civil force like* they're not meant to go and mediate civil disputes write it off to the police as what is the military for lot of people think that the police the military as corrupt it's not it really isn't military they're tryna kill they're nothing nothing else so you send these millitary onto your land whatever you're obviously tryna kill but under the constitution they don't have legality to arrest people because they are military they're not law enforcement they're military ,
EAR_058.xlsx,57,,open like* it opens or it stayed open ,
EAR_058.xlsx,61,,just got his hair cut by angel one of the you know angel the guy on the soccer team yeah he got a haircut by him oh my god it was so ugly like* like* yeah it was so funny ,
EAR_058.xlsx,63,,died okay look it just i'm not gonna make you listen to the whole song but like* just look do you know what the song do you know what the song what ,
EAR_058.xlsx,64,,like* live like* like* the songs he did with the quality's so nice but look how he sounds in live he sounds so gay look at his reaction look at his leg yeah he used to be skinny no but look at this his legs are well badass ,
EAR_058.xlsx,65,,hella people or cheat on your boyfriend cheat on your boyfriend just in front of him really huh no like* no ,
EAR_058.xlsx,70,,ew like* it's wait what is that oh my god the heck oh yeah ,
EAR_058.xlsx,72,,i'm serious but low-key i did have a crush on i was in eighth grade oh my god and then she would come over to my house and i was like* hey i'm serious dude uh poor kid in the water who the fuck would drop you in the water ,
EAR_058.xlsx,135,,straight forward and girls are like* dumb you know like* sensitive so i'm just like* i don't know what to say you know what if you having doubts for a reason dude just leave him you know fuckin' leave him like* legit and then she was like* yeah i don't know but they didn't break up i'm like* oh my god ya'll dumb as fuck to be honest oh let me text so i'll tell her that we're we're out right now what is she gonna say on the way back ,
EAR_058.xlsx,196,,so on thursday's i have a eight am then i have my computer science at ten at eleven and then i have my my archaeology at twelve forty so i get breakfast so i go to pentland and i'm like* oh you shoulda gone right now so i come back to here and i'm just chillin' and i always see the same people and everyday they're like* panic you can't fucking uh ,
EAR_30.xlsx,33,,no oh was i the only that like* okay yeah i don't remember it being hot that's ,
EAR_30.xlsx,34,,yeah you know all the time we saved like* getting here kind of quickly it's all lost to this ,
EAR_30.xlsx,81,,like* oh can you just keep it down a little bit so we don't get a noise complaint but then i you know our president patrick no no no our president patrick i was talking so i'm like* how does it feel to have your fan trance be like* restrained and he's like* it's not good but it's okay no i don't think so i think they're just scared cuz i don't think they've ever had anyone that loud so um we stayed a little bit quieter still kinda loud though can't help it got excited ,
EAR_30.xlsx,83,,oh you wanna know what their concept is mama the it's specifically school girl and i was like* guys i could hook you up i got all the school girl sweaters ,
EAR_30.xlsx,85,,no but did you see what she commented she's like* mika _ you know what my friend commented um to twin this is tiffany the one in the middle who did go go she's the one wearing no pants me every time we had to practice red flavor and noel wanted full out ,
EAR_30.xlsx,87,,ooh guess what so you know how like* it's like* me i'm the biggest at the club two more joints oh wait i forgot to show you it's so cute and i still don't really know it even though i four videos today yeah ,
EAR_30.xlsx,88,,you know i just want people to know that yeah _ yeah listen like* so they actually formally accused them of cuz to be honest it's pretty much just the beginning you know this song right ,
EAR_30.xlsx,89,,last time it worked so i mean oh i still can't do it the whatchamacallit the whole thing with the _ the sixteen for guys he keeps on doing these stupid eliminations yeah i was like* jesus christ you have to stop doing this to me wait which one is he ugh is it even i'm so upset ,
EAR_30.xlsx,119,,cuz popularity does unfortunately like* even though it's chosen the more popular more popular group will be preferred it's just yeah it's just him no but you wanna know the best part so you know choreo is the one i always like complaining about ucla they um yeah but they messed up because it's like* uh group info yeah wait mama listen so there's a group in choreos that me and nika saw take on um first bite the one with eddie ,
EAR_30.xlsx,120,,yeah we huh when house i asked you earlier yeah thank you ooh i told nanak can be there i was gonna be there earlier but doesn't matter yeah that way oh you wanna know something funny i actually recognized a couple of people on the covers i was like* wait i know that ,
EAR_30.xlsx,124,,just enjoying things uh what do i say oh i met someone from uci and i noticed this sweater and guess what it was i dub chic sweater and i literally walked up and i was like* dude i really want your sweater and we talked and it was nice yeah but i don't think i'm i think he's dating someone oh nothing probably ,
EAR_30.xlsx,125,,i can't decide ate pick something top hits of today _ you know the funny thing is he's like* i was talking to like* chris ,
EAR_30.xlsx,130,,people follow the arrows cuz that's they're fighting no it started there oh god oh god there's a widow _ widows like this map i think cuz there's so many places to friggin hide _ ugh nice huh oh i know what you're talking about the like* the bartering one or the trading one right it's like casino style ,
EAR_30.xlsx,207,,i know i know you like being complimented but that's also one of your fail you're such a fucking sucker when someone you yeah and if it doesn't happen then it doesn't happen think of the logistics of it and if he really really likes you and you really like him then be like* hey like* i know that we're ,
EAR_30.xlsx,209,,she's already twenty-eight huh she's okay but i'm like* dude he's rich as fuck famous as fuck actually i don't know how much money he makes it's just an exaggeration but he does make a lot of money yeah jeremy klein he's not that cute but he's rich as fuck he makes skateboards that's a gross picture of him yeah he's forty-six really ,
EAR_30.xlsx,210,,i was like* what mhm fucking _ we watched the weekly idol and i'm the ten minute segment on them trying to sing acapella ,
EAR_30.xlsx,217,,i love fighting in water it's not as it's like* extending out here vagina ,
EAR_30.xlsx,257,,mhm you just have to balance it out also this is what i wore every balance this is what i wore everyday for like* twelve years so you know yeah like* i shit you not this is literally it's like* tucked in buttoned up to a skirt with thigh highs and then like* a sweater ,
EAR_30.xlsx,261,,that's like* one of my favorite bts songs it didn't last ,
EAR_30.xlsx,264,,omg made me cry man i should change into better clothes to dance into i'm just gonna keep watching it i have to stop looking just like* at her ,
EAR_30.xlsx,265,,okay we can steal this audio there's another cover i think wait go up no no no i've seen another one go down she had like* a mask down _ that one ,
EAR_30.xlsx,268,,like* just talking just talking just talking cuz that's what i learned like* just going through it trying to remember what goes next so step out _ go in and then da da da da da la ,
EAR_30.xlsx,273,,cuz usually i don't really feel it cuz i don't really run in my town but then like* sometimes when i run i just keep falling and i'm like* fuck _ ugh i fell again yeah you have to go from the bottom third time's the charm ,
EAR_26.xlsx,11,,yeah so you're trying to like* i try to i wanna do like* oh well yeah yeah now that i'm like* ,
EAR_26.xlsx,94,,ay tell her to uh the oh we're by the tree tell her to come to the hub to like* to the front we're right here she's over there i'm sorry remember ay remember when you guys came to came to look for the classroom when i was sitting like* at the tables right there ,
EAR_26.xlsx,99,,what are you no oh maybe my battery is gonna be out fuck cuz there's a light right here and it stays on oh you know why they keep bringing like* what what ,
EAR_26.xlsx,132,,i think a black shirt would be better yeah okay just wear not don't wear a straight black shirt but don't wear a white shirt bro you're gonna look like you're gonna be serving like* cocktails and shit yeah you will bro no one cares what you wear under it it's always what you wear at the top oh just go like that head ass you're not down alright either like that or with the blazer or whatever ,
EAR_26.xlsx,138,,i'm just kidding i know where it's at yeah i know these parties are weird ass days like* wednesdays who parties on a wednesday just kidding they party all the time oh you i swear to god if you hit my friends car well that's the uber driver who's uva java you don't know what that means we really don't wanna go mando has snapchat mando has snapchat of this dude that's ,
EAR_062.xlsx,6,,so they give you this to uh for four days so by when i go back in on tuesday um imma go and then they're gonna have all my recordings and then imma be able to choose_um_what recordings i want to delete and which ones i can let them have right um but it's not recording at all at all times it's the uh the idea is for it to be as natural as possible like* to get actual like* quality recording um they only record forty second clips throughout the entire day so it's random like* for all we know they could've recorded me already or it hasn't ,
EAR_062.xlsx,11,,and like* in the street not even in the car like* c'mon it's like* i'll give you a pass if it was in your car but really like* on the fuckin street uhuh horny kids where nowhere else to go but still yeah yeah that right there i don't know where the ,
EAR_062.xlsx,13,,no on mine it doesn't oh i know exactly where we are at up ahead is down that street down that way and this one right here right we on um like* oh right here the orange place yeah ooh ,
EAR_062.xlsx,71,,um you'll see like* those there's gonna what you have to do it kinda just test it when you're when you're starting to use it you you can start at twelve make sure the volume's like* on your mixer like* how like* how however loud you plan on having it at the night leave this at twelve right but however loud you're planning on having it during the night set that on your mixer already and then put music start putting music and then come to the sub oh then like* once you have the music playing on the sub like* go to the dance floor and listen to how it is then come back to the sub and then you can start putting it up kind of like* depending on what you see and then just look at the little limit like* ,
EAR_062.xlsx,75,,different kinds of help like* to do better in school and stuff like that and like* dip like* just when i look into resources that the school have they all have some sort of catch though it's like* oh if you don't do what we tell you we're not gonna give you your financial aid or things like that right so it's all like* they i've seen that a lot of the like* a lot of schools set it up so you give them your money but they don't give you anything in return so they just like* taking your money away from you so it's just it's bad ,
EAR_062.xlsx,76,,dude yeah it's it's tedious because when we once we get it we have to well we have the way we set up the system is we since we're doing it by person by person um every person gets their own folder and like* for example say i have if you were to do the test whenever we we record all your samples your we have all your stuff in one folder so it's easy to uh say okay this is one person this is another person um but what we do is we ,
EAR_062.xlsx,104,,this street right here take it all the way down to the ten freeway then go towards the like* that way um and then get back on the two fifteen to go up north towards isaac's and nancy's house you want me to look for it oh i'm just gonna put in n out san bernardino i think there's i remember seeing one on the side of the freeway san bernardino ,
EAR_062.xlsx,106,,if you wanted to eat like* well now so later we don't have to worry about it as much we can go ahead and do that you want to get tacos after okay julie i can't with him silly ,
EAR_062.xlsx,113,,oh me i mean i am smiling he came in the face i was just like* you know what i'll include him but it's still a good picture well actually let me see where these guys are at ,
EAR_062.xlsx,115,,yeah and then this is like* keeping it going if i'm being completely honest with you i don't even know when it drops because i feel like it's slow ,
EAR_062.xlsx,187,,mhm yeah yeah yeah yeah i saw that yeah mhm yeah yeah yeah yeah yeah yeah oh no of course yeah no and i was gonna say like* all the paper and the ink don't buy any of the paper or ink i'll ask the ,
EAR_062.xlsx,188,,you to carry all their problems and they're not supposed to do that so that's another thing you should look out for too i know you you could uh yeah honestly like* for now it's cool but you should definitely take it off because like* yeah and then they're gonna think oh this was working earlier yeah uh no dude it's yup for real trust me it's uh it's uh it's uh a lot of money but i paid no cuz i working at guitar center so i paid a thousand hundred with discount just the tax and everything so it was the only difference ,
EAR_062.xlsx,189,,get a lot from him yeah really no what's it called i was gonna tell you i know other like* there's a shop the intimidated hybrids dude those are the robot oh are you going to get one oh the little sparkler fountain yeah yeah yeah imma be like* yo i'll rent i'll be the one bringing stuff out from you in the future no you rent it out dude good money right there ,
EAR_062.xlsx,265,,and so she like* sat down and i was like* oh shit like* what but it was kind of like* can't i just have breakfast in peace she told me not to tell anybody but i'm just gonna tell you because i i tell you all the tea apparently she got pregnant yeah my mom apparently my mother got pregnant yeah ,
EAR_062.xlsx,295,,yeah i put spiral it's spirals well that's what yeah that's what that's what i put yeah like* it's spiral so it kind of goes like that it like* spins yeah well it depends cuz i don't know dude like* i put down yeah ,
EAR_035.xlsx,3,,you to me in a minute i don't even know did she went to the oh is she what's going on and then she was like* do you have an extra or a that you never ,
EAR_035.xlsx,14,,i'm surp i feel like* our discussions are more laid back this quarter ,
EAR_035.xlsx,20,,i was like* was the things she said and i was like* why do you think that way no but like* after the discussion point each discussion ,
EAR_035.xlsx,21,,i don't leave until like* five you're basically gonna be with me cuz on friday i have class from eight to nine and then i don't have class until one so you could sleep with my roommate while i'm at my discussion ,
EAR_035.xlsx,38,,at home _ yeah uh_yeah in my apartment it's like* i have class from nine to ten thirty then one to two then five um but um but i'm seeing a lot of two but at like* ,
EAR_035.xlsx,49,,where the big city right there's this guy he ha so big it's like* a fucking and then um they're on their instagram ,
EAR_035.xlsx,50,,birthday at olive garden i rather just go to class cuz they can ditch like* every yeah that's why we just have to transfer next_ it's ridiculous ,
EAR_035.xlsx,66,,fucking car you idiot yeah so cute there's one in irvine and this one at like* the shopping center near the airport like* a little the one its the one at irvine uc irvine ,
EAR_035.xlsx,70,,make right away you're fucking disgusting_ when i woke up i was like* do i really wanna go and i really mean it these are my pajamas what the fuck ,
EAR_035.xlsx,78,,no cuz i i'm just waiting to look it up when it's acually time cuz then i don't wanna get a false idea of what true i think i think it's like* around fifty uh huh really wait who's not here tomorrow oh yeah you're right ,
EAR_035.xlsx,182,,so it's one like* the person who's oh ,
EAR_035.xlsx,202,,my mom says people who do that something says like* ,
EAR_035.xlsx,230,,i'm gonna leave it charged so why'd you stop what i love okay i love how happy your mom is to see me now it's like* i'm it's like* i'm the favorite child ,
EAR_035.xlsx,236,,you wanna play it's at twelve twenty-five so like* forever but you should eat before you leave why by like* eleven fifty-five eleven_ they're faster ,
EAR_035.xlsx,264,,they're still they just like* talk and hang out when she comes to but then manuel is really heartbroken right well iunno yeah ,
EAR_035.xlsx,280,,yeah she's like* in the wait then she's about to ditch oh we came to glen mor or am i i'm showing him around ,
EAR_035.xlsx,288,,he's like* no more vacations for you and he's like* this phone better last you a fucking lifetime i know my dad's like* what about you i was like* what about me he's like* what about for you like* upgrade for your laptop cuz you know how it's all stupid i was like* oh it's like* a thousand dollars he's like* so you're basically buying a new one i was like* yeah you don't upgrade laptops father but i'm gonna ,
EAR_035.xlsx,313,,like* the bumper came off the front bumper and i was like* oh shit but no but he tried putting the blame on me and they're saying it's not your fault cuz you weren't driving you weren't even in the car so he hit my car and then they got the police involved because they were saying that i stole my dad's car and that i didn't have a license and i had a fucking license he took a picture of it but yeah and then my dad called the insurance like* right away and they're like* oh their insurance is expired there's nothing we can do ,
EAR_035.xlsx,318,,oh no well we watch they wouldn't tell us anything but we were like* actually sitting down watching my dad's girlfriend play cuz i was like* i wanna learn how to gamble and then she like* she saw destiny's and she was a year older than us she's like* oh actually you can't be here you have to be twenty-one she said to leave quite bein' all extra two minutes fully and then the thirty-seconds ,
EAR_075.xlsx,6,,one more they're good huh mhm yeah the annoying part is like* you know how seniors like* get to uh like*register first i don't get to because all my courses are for um like* intro to classes and all those are reserved by learning communities so i can literally never register until second pass cuz i'm only registering for breath courses but sometimes i would have like* four math classes like* straight up four math classes ,
EAR_075.xlsx,8,,what offer to you because i have to give it back monday sunday i bought like* twelve for one because we're gonna the movie and then for tonight i bought like* twelve for one cuz it's usually so ,
EAR_075.xlsx,58,,i just love the i just like the nba like* a million times more than the playoffs than the regular season like* i don't mind missing the games during the season honestly yeah like* it's cool to watch em if i can but it's not like* mhm ,
EAR_075.xlsx,119,,bro i have been having okay in everything but like* what happens if you start tryna make it even and then like* and then you just like* like* what happens when you the game or like* just really slowly right yeah it would take you forever ,
EAR_075.xlsx,125,,eaze eaze is like the postmates of weed huh they have storefronts also yeah they don't dude these things aren't even like* fucken childproof they're like* adult proof too i can't even fucking open them ,
EAR_075.xlsx,155,,damn mhm i never i i know one time we were here talking and you were like* ah i've done too many bad things in my life like* to keep believing in god or something like that and i was like* really sad because like* i think that's exactly ,
EAR_075.xlsx,159,,and i was like* be strong ,
EAR_075.xlsx,161,,yeah no i know dude i noticed that so quick uh one time i was hanging out with daniel and like* i can't remember i don't even think i literally think we were just chillin at his house and fuckin like* ari's boyfriend was there or something and they like* asked me to drop this girl off at like* all the fucking way at rainbow market yeah i was like* what the fuck you know and then i was like* whatever sure like* i'll do it for you so i like* drive all the way over to drop them over and then on the way back daniel's like* oh hey ,
EAR_075.xlsx,164,,that's just like* fucking depressing ,
EAR_075.xlsx,165,,i know my fuckin body is just like* yeah pretty much just pretty much if we're going to the movies ,
EAR_075.xlsx,166,,worth it enough you know yeah exactly yeah like* going to tahoe you know like* i'm not going to drive that shit you know yeah yeah yeah ,
EAR_075.xlsx,167,,yeah i do love him bro honestly but fuck man yeah every up's got a down did i tell you when that fool was using my fucking body scrubber bro i was like* i legit had to tell him too like* don't fucking touch my shit dude one time like* ,
EAR_075.xlsx,172,,so many dollars yeah so it's like* um if you buy two you a full um three grams or something mhm oh you get two halves it's half of whatever you bought i run through the carts like no other bro ,
EAR_075.xlsx,173,,that's so uncomfortable that sucks that must be the worst did you see kyler murray's contract bro thirty-six million for a rookie i know it might be mlb that's why they raised it up cuz originally bro originally they gave him like* fourteen and then once he got the offer from the mlb the cardinals gave him a twenty-six point seven million dollar signing bonus more than his original contract like* what yeah ,
EAR_075.xlsx,175,,on purpose yeah i was like* it looked so nasty bro i was like* aw yeah i'm at fourteen fourteen fourteen thirteen oh you're at fifteen oh i know i thought mine was gonna go in yeah oh good shot ,
EAR_075.xlsx,180,,okay oh like* when i make em okay ,
EAR_075.xlsx,186,,mm that was a that went down oh was just like* ,
EAR_075.xlsx,219,,i'm down i'll go with you where's the clearance or are you gonna buy like* non-clearance what ,
EAR_075.xlsx,221,,yo i like wearing these because i feel like* i have like* fricken like* makes me look like* so like* here ,
EAR_075.xlsx,229,,i agree they have doritos though like* actually i just want um the empty bucket i know he's like* oh obviously he meant to come straight to him i don't have to wait in line and then go refill it for him damn hell yeah dude nah i do not have the balls for that uh what do you ,
EAR_075.xlsx,247,,like* guys we should probably not be doing this and then everyone's like* let's stay let's stay and i'd be like* ugh fine yeah but like* that's exactly what is is bro that's exactly what the movie is you're like* the loser in the movie that survives at the end and you're like* and stays and dies oh like* that no it's called any scary fucking movie that's ever been out ok no dude the innocent dude that's been saying we should all leave always survives naw that's what keeps him alive ,
EAR_075.xlsx,256,,mhm everything is computerized right now yeah it is yeah yeah like* like* for me wearing this thing i was like* i was like* dude this thing is always on me and i got to thinking like* nothing's really on me always then i was like* wait my phone is literally always on me ,
EAR_075.xlsx,258,,i got something at jcpenny he got something from uh kohl's from h&m it took us three stores before eddie could find the perfect pair of jeans i was like* nah there was a million pairs i literally saw like* so many pairs of jeans nah i you you pay more for h&m at h&m well they're not levi's ,
EAR_075.xlsx,259,,yeah yeah he started following us cuz it was unlimited mimosas and he would legit just follow us with the orange juice and mimosa to fill us up every time and mhm yeah yeah and like* and freakin what and towards the end he was literally giving us like* a drop of freakin orange juice and just the rest of freakin champagne yeah so it was like* but then we had to tip him fat at the end there was so way ugh i was not i was far from a headache i was feeling amazing actually yeah then we then we walked from the bay all the way down to freakin dia's house ,
EAR_075.xlsx,262,,a hundred percent it'll be just as good but the only thing is a hundred percent it'll be cheaper at a place like walmart gas station it'll probably be cheaper yeah we're right here we can go to any store like that like* fucking cvs fucking anything walmart's probably cheapest unless you get it off of amazon then you can get it in two days and you don't have to go anywhere and just spend an few extra bucks and then you can get it tomorrow ,
EAR_075.xlsx,264,,anthony just said about to eat in a few then imma hit o o at like* one should i should i be like* you ballin up ,
EAR_075.xlsx,277,,they also have like* if you like arizona jeans they also always them for twenty bucks mhm that's pretty much where i get my jeans from ,
EAR_075.xlsx,302,,not like* a pimple or anything it wont come off should i pick at it got it it's a hundred percent a butt pimple see ,
EAR_075.xlsx,314,,probably not bro he owns multiple houses went to another house like* down the street yeah yeah right them two also andrew said one time this guy came and said he lived at another property from andrew down the street yeah so that is three houses watch us by next house oh my god i'm going to start to look at other houses for sure ,
EAR_075.xlsx,315,,yeah for real like* she dominates every situation every situation and every aspect of every situation has to be under her control just every component maybe not so much the conversation but like* like* this person can't get this drunk like* everything has to be in order blah blah like* she was just always like* really weird yeah it was like* she used to have no chill pretty much yeah like* she was too dominating bro she just ,
EAR_075.xlsx,316,,yeah i like* got stuck on the curve pretty much no bro i just like* dude it was so wobbly bro but i was like* fuck it i just barley reattached it and then drove from jurupa all the way to the fucking straight to the o'reilly on university and i was like* bro like* legit my bumper just fell off dude and like* and i don't know how to keep it secure and he's like* i got it zipped down ,
EAR_075.xlsx,318,,and it's like* twenty bucks a month yeah or some i don't know no not pearson a hundred percet sure it's like* it's like* something else but whatever so this company that i'll see it multiple places like for some of our textbooks like* not the upper division but the lower division textbooks all the lower div stuff pretty much all the lower div um uses this thing especially for like* it's through the system and then they do like* a twenty buck a month instead and if you have unlimited access to all the books so it's like* if you have multiple classes that have a book registered with that then you need access that ,
EAR_075.xlsx,319,,nah it's so easy now and you can literally send the a picture of your id do you get delivery service eight minutes away that's why i was like* holy shit that's so weird to think about ,
EAR_075.xlsx,320,,dude i don't think i dabbed so hard dude that was me like* last summer bro i was ready with wax so much and waxed at you like* fade fade like* like* high as fuck it's so crazy i would just be like* so stoned ,
EAR_27.xlsx,13,,it's what it said well i'm going over to my family's and they speak spanish there oh but what's wrong with under a thousand calories but that helps is it cuz my body's gonna be used to it maron eats less than like* three hundred calories what packs have like* calories ,
EAR_27.xlsx,25,,no just cuz like um i was supposed to get it my mom told me to fix it but like* you know about the when i move in she told me not to forget about it and then i told her like* a month later like* that i fixed it i told them to fix it and i never did it i just told her i did because i didn't want her like* to um nag me about it she told me that okay fine and she didn't believe me she like* ,
EAR_27.xlsx,36,,i texted you if you were ready i'm not fucking going if you don't get ready i texted you guys i texted both of you yeah because i was like* oh let's go ,
EAR_27.xlsx,38,,i have this like* fitness thingy on my phone and i want to lose fifty pounds and um it says if i lose two pounds per week two point five or two point four my i would be i'll weigh at one eighty in july june right now well i was two thirty-seven no i was at right now like two thirty ,
EAR_27.xlsx,41,,the school you always talk about my brother brought this up we always talk about like* successful people are from harvard and stanford but we are never talk about the unsuccessful people from there we never talk about the people that that don't make it just cuz they got to that school yeah he didn't go to college so just he didn't graduate he didn't get a degree yeah like* you we only talk about about like* the good ones that came out from there but you don't know about the rest ,
EAR_27.xlsx,55,,mexican rice mexican rice is two hundred fucking calories imma eat like* this much unfortunately he found out because how'd he find out ugh because this bitch is smart and he noticed that i wasn't eating a lot like* like* when we went to the store and i was buying stuff i was like* looking at the calories and he ,
EAR_27.xlsx,58,,okay was going to tell you dammit what are you still like* with talking to your sister no i i i forgot what i was gonna tell you but i remembered no still it's been long yeah remember when i left ,
EAR_27.xlsx,59,,i just like* i feel like* he is flirty be like* be like* okay just tell him straight up like* i like what i see in your profile huh cuz he's supposed to get that he that you like him oh my god i think you should stop talking to him right now not like* stop talking but like* ,
EAR_27.xlsx,82,,like* yell yell yeah ,
EAR_27.xlsx,119,,holy shit no no the way he makes me feel music do that to you it's just makes you feel like* like* chill and i just want to get like* made out with no just the themselves it's like* some songs that's why you get so emotional becasue they make me feel so that doesn't happen with songs to you ,
EAR_27.xlsx,121,,no we didn't actually what time did we leave six something huh yeah yeah babe ugh dude we made the tortillas for you we made tortillas for you i told her he's on his way so then i was like* some tortillas and she put you some tortillas and ,
EAR_27.xlsx,125,,that's creepy me i'm a they're not like lays like* lays is really ,
EAR_27.xlsx,132,,my legs i'm five three you're five five youre five six feet you lied to me you lie to everyone you told someone you were five seven i don't remember but i remember being there i think i asked you one time in high school and you're like* i'm five six and i was like* what is this a new look ,
EAR_27.xlsx,141,,uh not a thot thot is thot thought i always put like* what are you thinking location think it's something suspicious what time is it what time is it ,
EAR_27.xlsx,142,,i think i was mad last week well i wasn't mad but you didn't want to go hiking i was like* hey please look okay i know ,
EAR_27.xlsx,145,,oh my god really i know but like* i need a boyfriend who can ,
EAR_27.xlsx,151,,yeah it's like* oh you can get your lemonade when we go home and then we'll go to subway yeah cuz like* oh i love this song it's an old song remember we sing stone cold ,
EAR_27.xlsx,186,,but me too i don't want to do it i'm just too lazy and and i have to wait until he comes because uh he's like* why don't you come over and i was like* wow i was going to go cuz i was i was like* should i go over to his house but i had just got out of the hike and i hadn't showered and i was like* nah so i went home and showered yeah my like* i don't wanna tell him now but i want to tell him that maybe in the future maybe summer we can go to the gym together ,
EAR_27.xlsx,218,,go home and go eat and i was low key hoping that he's like* let's eat he- ugh- i'm gonna eat here he didn't say that so he's probably listening to music uh singing out loud listening to it on blast and driving hella fast he always does that when he's like* in a mood my grandma is gonna come in here and she's gonna be like* where is he my family already know that we were fucking because he usually leaves at 12 ,
EAR_27.xlsx,219,,yeah uh huh like* exactly like* okay it might feel like* bad it might feel like* telling the truth would be bad and telling the truth you might be embarrassed you might feel something but guess what just fucking get it over with because if you don't get it over with now it's only gonna like* yeah learn to just say it ,
EAR_27.xlsx,243,,face uh encyclopedia or something nah bitch imma pretend that i don't know english for like* i'm gonna only have tv in spanish no but ,
EAR_27.xlsx,244,,yeah i'm going to wait til it's time for like* twenty minutes ,
EAR_27.xlsx,260,,like it eat it's like* ,
EAR_27.xlsx,262,,this i was like* i wanna try it but out on it no you never check that apparently not ,
EAR_27.xlsx,277,,what it was a it was just a rebelliance like* that like* the thing and it was almost full that was the point of the simulation so that you so that you the one you really had tat actually rebel you disobey the game it was that part of the game ,
EAR_27.xlsx,280,,it was good we did it in like* under thirty minutes under thirty mins ,
EAR_31.xlsx,14,,speak into the mic howdy i feel like this is what i do for my phone something to cover the whole entire phone so it can never be like* cracked mhm yep no i'm opening it ,
EAR_31.xlsx,38,,are gonna be like* cuz you know how they do it like* oh at the end of the episode um like* we have thirty minutes to put in that answer thing or whatever is that does that count are we good with our picks we changed one but do we want the starters to be trixi aja and vendela for this episode right cuz i don't i don't know if they're doing it in the show ,
EAR_31.xlsx,40,,and then and like* when she was in high school she was like* no bro yeah ,
EAR_31.xlsx,41,,wait what was that was that kim possible oh i got that right away like* oh _ ,
EAR_31.xlsx,45,,"did you just i know my parents are like* ""this little bitch keeps breaking shit"" i'm like* i legit like* run to forest and hide forever yeah just see just catch me at the lab ",
EAR_31.xlsx,83,,she said that she didn't do it but email she sent me like* her email oh email me and just like* good but yeah some aw ,
EAR_31.xlsx,103,,we couldn't get anything in last week cuz i think we just added too late so like* and after everything we only have fourteen points i was looking at the score at like* eight hundred or something like* okay we're not getting those numbers it's still fun yeah the mistake though cuz i thought we had betton as our starter but we put him on the bench so i was like* god no cuz we were good like* betton won betton won and then aja and trixi we had and they were safe so we could've like* all those points and fucking third and it's lemonade like* gosh dang it yeah but we're like* even though it's not our team like* you need to go home that attitude ,
EAR_31.xlsx,109,,yeah _ oh ow i stepped on a _ oh i was like* no why ,
EAR_31.xlsx,200,,she's gone but targeh targeh they can take down yeah it's like* a it up or i don't think so i haven't gotten a message ,
EAR_31.xlsx,202,,it was loud in the hall we were watching episode after episode i never you guys also watched like* married on first sight i was like* i'm going watch that at night or like* ,
EAR_31.xlsx,204,,what's over there oh it's some dressing room this oh you again nope _ i did it i saved the day i stopped the beeping yeah i was like* stop ,
